,,,,,"Normalized abundance",,,"Raw abundance",,
"AT3G22380.1","4","4","250.08","| Symbols: TIC | time for coffee | chr3:7913181-7918879 FORWARD LENGTH=1550","720143.837539602","713821.996671021","242567.151596527","1455943.50691477","713821.996671021","957529.870462648"
"AT3G22480.1","2","2","68.44","| Symbols: PDF2 | prefoldin 2 | chr3:7969080-7969526 FORWARD LENGTH=148","109252.628851756","0","6678.57893626358","220880.395413141","0","26363.581307794"
"AT3G22520.1","2","1","48.79","| Symbols:  | unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast stroma, chloroplast, chloroplast envelope; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match","726304.485938338","280091.381836261","3648.88601285841","1468398.73539408","280091.381836261","14403.9179593322"
"AT3G22550.1","2","2","62.34","| Symbols:  | Protein of unknown function (DUF581) | chr3:7991827-7992805 REVERSE LENGTH=267","1664748.55272812","310753.062096826","944641.859009945","3365688.518937","310753.062096826","3728958.31499856"
"AT3G22850.1","3","3","164.89","| Symbols:  | Aluminium induced protein with YGL and LRDR motifs | chr3:8089067-8090275 FORWARD LENGTH=248","1115494.76801728","2805502.97819076","405712.381338558","2255240.24483907","2805502.97819076","1601543.00114956"
"AT3G23900.1;AT3G23900.2","31","30","967.1","| Symbols:  | RNA recognition motif (RRM)-containing protein | chr3:8631941-8635852 REVERSE LENGTH=987","2638227.19273286","6775397.96138515","12527687.7952735","5333809.09590045","6775397.96138515","49452843.0286289"
"AT3G23920.1","2","2","161.62","| Symbols: BAM1, BMY7, TR-BAMY | beta-amylase 1 | chr3:8641722-8644199 FORWARD LENGTH=575","4176182.51587202","6181988.76634626","615324.167154713","8443154.6876085","6181988.76634626","2428982.10326606"
"AT3G23980.1","2","2","108.6","| Symbols: BLI, KOS1 | BLISTER | chr3:8662818-8667440 REVERSE LENGTH=714","778043.852701389","129215.138030089","38628.7702649173","1573002.27591442","129215.138030089","152486.43991756"
"AT3G23990.1","13","4","395.14","| Symbols: HSP60, HSP60-3B | heat shock protein 60 | chr3:8669013-8672278 FORWARD LENGTH=577","147480.394627721","536935.69693557","71.3605820875809","298166.993539885","536935.69693557","281.694732665685"
"AT3G24080.1","3","3","193.37","| Symbols:  | KRR1 family protein | chr3:8695191-8697107 REVERSE LENGTH=638","5043191.93410483","1818800.84143365","5999878.71052641","10196022.1942205","1818800.84143365","23684423.2480331"
"AT3G24490.1","3","3","102.66","| Symbols:  | Alcohol dehydrogenase transcription factor Myb/SANT-like family protein | chr3:8911022-8912023 FORWARD LENGTH=333","1390474.99326575","910263.020241888","750731.224777634","2811178.72908451","910263.020241888","2963499.252402"
"AT3G24550.1","3","3","74.73","| Symbols: ATPERK1, PERK1 | proline extensin-like receptor kinase 1 | chr3:8960411-8963303 FORWARD LENGTH=652","719618.61722364","333104.933493255","89333.4002445398","1454881.64806261","333104.933493255","352642.138892835"
"AT3G25070.1","5","4","134.69","| Symbols: RIN4 | RPM1 interacting protein 4 | chr3:9132458-9133747 FORWARD LENGTH=211","1202305.38235335","916080.82736749","232933.121672783","2430748.72479177","916080.82736749","919499.694636283"
"AT3G25130.1","1","1","56.67","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 17 plant structures; EXPRESSED DURING: 9 growth stages; Has 3885 Blast hits to 2658 proteins","90825.748911112","68030.7729162816","7458.23650286799","183626.037597708","68030.7729162816","29441.2668222684"
"AT3G25150.2","1","1","55.48","| Symbols:  | Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain | chr3:9157161-9160052 REVERSE LENGTH=587","575961.316133842","0","0","1164443.95514672","0","0"
"AT3G25230.1","2","2","60.42","| Symbols: ROF1, ATFKBP62, FKBP62 | rotamase FKBP 1 | chr3:9188257-9191137 FORWARD LENGTH=551","306499.108412361","230677.603656395","1090.62871672075","619661.466926882","230677.603656395","4305.23905224193"
"AT3G25500.1","21","21","632.26","| Symbols: AFH1, FH1, AHF1, ATFH1 | formin homology 1 | chr3:9251320-9254826 REVERSE LENGTH=1051","5738146.94794536","9329143.94759088","248157.357759627","11601040.4520395","9329143.94759088","979597.118018555"
"AT3G25520.1","2","2","52.3","| Symbols: ATL5, PGY3, OLI5, RPL5A | ribosomal protein L5 | chr3:9269573-9271327 REVERSE LENGTH=301","17563.6918646409","242239.284210557","21183.6654200495","35509.2160687545","242239.284210557","83622.1733737605"
"AT3G25590.1","3","3","53.4","| Symbols:  | unknown protein; Has 149 Blast hits to 140 proteins in 44 species: Archae - 0; Bacteria - 6; Metazoa - 40; Fungi - 6; Plants - 39; Viruses - 0; Other Eukaryotes - 58 (source: NCBI BLink). | chr3:9302271-9303542 FORWARD LENGTH=423","4148.03440947727","3624.04852213656","500826.721869321","8386.24653870674","3624.04852213656","1977005.30743516"
"AT3G25840.1;AT3G25840.2","11","10","431.94","| Symbols:  | Protein kinase superfamily protein | chr3:9452993-9457446 REVERSE LENGTH=935","2419769.36053661","6260200.27381142","925649.836949114","4892144.18711295","6260200.27381142","3653987.61800171"
"AT3G26370.1","2","2","37.66","| Symbols:  | O-fucosyltransferase family protein | chr3:9656886-9659741 FORWARD LENGTH=557","342512.668417074","8470.24787330697","1049458.41806558","692471.51697034","8470.24787330697","4142719.97050015"
"AT3G26400.1","3","3","173.66","| Symbols: EIF4B1 | eukaryotic translation initiation factor 4B1 | chr3:9666616-9669081 FORWARD LENGTH=532","709450.015405198","573781.493696719","3678317.60570266","1434323.38036633","573781.493696719","14520098.6915467"
"AT3G26490.1","1","1","55.38","| Symbols:  | Phototropic-responsive NPH3 family protein | chr3:9704142-9706161 FORWARD LENGTH=588","225914.032109072","965501.630346135","777226.42795113","456739.405413645","965501.630346135","3068088.63433447"
"AT3G26560.1","2","2","50.89","| Symbols:  | ATP-dependent RNA helicase, putative | chr3:9750122-9753719 REVERSE LENGTH=1168","1106161.8084591","461471.239250889","48903.5363578918","2236371.42841559","461471.239250889","193045.911310474"
"AT3G26600.1","2","2","57.13","| Symbols: ARO4 | armadillo repeat only 4 | chr3:9769889-9771736 FORWARD LENGTH=615","447093.579154701","2260.55947982235","3808.04028679259","903906.913620954","2260.55947982235","15032.1768571291"
"AT3G26618.1","1","1","42.36","| Symbols: ERF1-3 | eukaryotic release factor 1-3 | chr3:9788854-9790161 FORWARD LENGTH=435","0","979.544360807414","576182.314440965","0","979.544360807414","2274470.27875898"
"AT3G26730.1","2","2","92.05","| Symbols:  | RING/U-box superfamily protein | chr3:9823770-9827270 FORWARD LENGTH=772","1026209.68736177","680997.617527359","277168.195423489","2074729.03767679","680997.617527359","1094116.92602824"
"AT3G26910.1","2","1","44.4","| Symbols:  | hydroxyproline-rich glycoprotein family protein | chr3:9915338-9918511 REVERSE LENGTH=608","609925.532694597","115114.902869048","0","1233110.76584669","115114.902869048","0"
"AT3G26935.1","5","5","120.25","| Symbols:  | DHHC-type zinc finger family protein | chr3:9933001-9935218 REVERSE LENGTH=443","53527.3270821138","290185.433875158","18422495.9532125","108218.331179458","290185.433875158","72722501.9858407"
"AT3G27190.1","3","3","111.88","| Symbols: UKL2 | uridine kinase-like 2 | chr3:10039504-10042917 REVERSE LENGTH=483","845734.988600163","273366.635588171","3638.07766479978","1709856.14405863","273366.635588171","14361.2521818418"
"AT3G27210.1","1","1","18.92","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana pr","189820.269144814","73723.5767529958","0","383767.205849357","73723.5767529958","0"
"AT3G27320.1;AT3G27320.2","4","4","171.46","| Symbols:  | alpha/beta-Hydrolases superfamily protein | chr3:10090307-10092391 FORWARD LENGTH=460","651614.666704175","430386.21370403","12968.8278527575","1317395.35012852","430386.21370403","51194.2362029248"
"AT3G27550.1","4","4","251.12","| Symbols:  | RNA-binding CRS1 / YhbY (CRM) domain protein | chr3:10208010-10209899 REVERSE LENGTH=491","8026.42700413966","24681.2943858715","4443215.35205317","16227.3474703724","24681.2943858715","17539520.0565567"
"AT3G27700.1","2","2","131.85","| Symbols:  | zinc finger (CCCH-type) family protein / RNA recognition motif (RRM)-containing protein | chr3:10257681-10261330 REVERSE LENGTH=908","1988976.2105217","54577.3579083836","2816.90785453124","4021192.5009464","54577.3579083836","11119.6977632858"
"AT3G27830.1","1","1","25.16","| Symbols: RPL12-A, RPL12 | ribosomal protein L12-A | chr3:10318576-10319151 FORWARD LENGTH=191","8733.68082747348","59637.4965209836","0","17657.2307216706","59637.4965209836","0"
"AT3G28180.1","2","1","58.65","| Symbols: ATCSLC04, CSLC04, ATCSLC4, CSLC4 | Cellulose-synthase-like C4 | chr3:10506110-10509067 FORWARD LENGTH=673","4257218.58168374","1717829.48169709","2335.68343371806","8606988.5325909","1717829.48169709","9220.07221921728"
"AT3G28500.1","11","11","589.01","| Symbols:  | 60S acidic ribosomal protein family | chr3:10682204-10682551 FORWARD LENGTH=115","214988172.413306","705298264.240682","60932000.6873831","434650159.276566","705298264.240682","240528077.858895"
"AT3G28690.3;AT3G28690.1","3","3","139.47","| Symbols:  | Protein kinase superfamily protein | chr3:10755412-10757494 FORWARD LENGTH=425","3045105.74660688","5342728.58962161","123939.373509437","6156411.68962628","5342728.58962161","489248.653334195"
"AT3G29075.1","6","6","392.88","| Symbols:  | glycine-rich protein | chr3:11051645-11052629 REVERSE LENGTH=294","40087627.8138532","14053993.396376","17842503.3394203","81046755.357378","14053993.396376","70432990.6126047"
"AT3G29360.1","3","3","54.9","| Symbols:  | UDP-glucose 6-dehydrogenase family protein | chr3:11267375-11268817 REVERSE LENGTH=480","236633.200973593","9204.23482995689","44809.1858487218","478410.776456884","9204.23482995689","176883.529525181"
"AT3G42170.1","3","3","181.84","| Symbols:  | BED zinc finger ;hAT family dimerisation domain | chr3:14321838-14323928 FORWARD LENGTH=696","2173922.94321507","753191.402220847","38140.9545314314","4395106.68385464","753191.402220847","150560.795274335"
"AT3G42660.1","5","5","225.38","| Symbols:  | transducin family protein / WD-40 repeat family protein | chr3:14751280-14755701 FORWARD LENGTH=953","645839.451463943","483882.937763364","5209538.90871183","1305719.36723213","483882.937763364","20564569.7844785"
"AT3G43590.1","6","5","165.83","| Symbols:  | zinc knuckle (CCHC-type) family protein | chr3:15509753-15512255 FORWARD LENGTH=551","1440257.24436377","258973.50985382","1224346.08142314","2911825.49083894","258973.50985382","4833086.16616222"
"AT3G43980.1","1","1","43.78","| Symbols:  | Ribosomal protein S14p/S29e family protein | chr3:15778555-15779235 REVERSE LENGTH=56","4582158.02586701","4368521.0505299","859988.586896599","9263931.56152171","4368521.0505299","3394790.90548979"
"AT3G44750.1","18","17","846.84","| Symbols: HD2A, ATHD2A, HDA3, HDT1 | histone deacetylase 3 | chr3:16298045-16299585 FORWARD LENGTH=245","265391.199016278","143751.894511672","25371804.2197211","536551.967618313","143751.894511672","100154782.9045"
"AT3G44850.1","6","6","224.85","| Symbols:  | Protein kinase superfamily protein | chr3:16374617-16376931 REVERSE LENGTH=534","296350.943591881","218097.712770102","2378518.10101151","599144.517524165","218097.712770102","9389161.36898405"
"AT3G45030.1","2","2","86.61","| Symbols:  | Ribosomal protein S10p/S20e family protein | chr3:16471606-16472312 REVERSE LENGTH=124","2062.45034833031","227919.48222744","38306.6717242745","4169.73809460737","227919.48222744","151214.96118737"
"AT3G45090.2","4","4","122.42","| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr3:16490752-16494400 REVERSE LENGTH=698","57231.6641948291","140370.205096473","1441903.46560051","115707.53720406","140370.205096473","5691890.38807951"
"AT3G45190.1","5","5","180.68","| Symbols:  | SIT4 phosphatase-associated family protein | chr3:16541994-16548161 REVERSE LENGTH=789","2349323.09505112","1501682.83649805","18056.4918643071","4749720.16364229","1501682.83649805","71277.7068207422"
"AT3G45830.1","5","5","159.44","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thalian","242443.633817069","1022077.08695827","1553415.29311961","490157.960185798","1022077.08695827","6132081.50652502"
"AT3G45980.1;AT2G37470.1","3","3","78.15","| Symbols: H2B, HTB9 | Histone superfamily protein | chr3:16897492-16897944 REVERSE LENGTH=150","33204.2693925649","269616.485839513","89911.2266678338","67130.3952126026","269616.485839513","354923.099264448"
"AT3G46110.1","1","1","28.9","| Symbols:  | Domain of unknown function (DUF966) | chr3:16932244-16933588 FORWARD LENGTH=343","172033.870028159","203143.522405943","4587.73381255707","347807.733650353","203143.522405943","18110.0043198008"
"AT3G46530.1","2","2","154.08","| Symbols: RPP13 | NB-ARC domain-containing disease resistance protein | chr3:17130739-17133246 REVERSE LENGTH=835","806129.436591245","353269.163786136","66366.2482127806","1629784.02057539","353269.163786136","261979.681238857"
"AT3G46540.1","3","3","115.49","| Symbols:  | ENTH/VHS family protein | chr3:17134204-17135411 REVERSE LENGTH=307","4172747.61770979","972460.785226437","56837.126883854","8436210.21705202","972460.785226437","224363.630377663"
"AT3G46780.1","1","1","46.09","| Symbols: PTAC16 | plastid transcriptionally active 16 | chr3:17228766-17231021 FORWARD LENGTH=510","873.28269757552","4907365.20416134","0","1765.55044556106","4907365.20416134","0"
"AT3G46920.1","3","3","230.42","| Symbols:  | Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain | chr3:17280430-17284857 REVERSE LENGTH=1171","1029830.10830424","475510.028118249","16306.6975562996","2082048.58703445","475510.028118249","64370.4223592849"
"AT3G47700.1","1","1","31.4","| Symbols: MAG2 | RINT-1 / TIP-1 family | chr3:17583773-17586578 REVERSE LENGTH=795","8455.09507119912","4808.57634097327","115503.804707001","17094.0027916055","4808.57634097327","455949.383216575"
"AT3G47910.1","1","1","61.88","| Symbols:  | Ubiquitin carboxyl-terminal hydrolase-related protein | chr3:17674737-17681444 REVERSE LENGTH=1606","255635.921183924","123086.266113346","8658.85940109981","516829.333503036","123086.266113346","34180.7061101181"
"AT3G48050.1","13","5","442.16","| Symbols:  | BAH domain ;TFIIS helical bundle-like domain | chr3:17734270-17739412 REVERSE LENGTH=1613","1145866.20432702","2429034.96250183","338643.788343701","2316643.38846927","2429034.96250183","1336790.82535084"
"AT3G48060.1","10","2","330.13","| Symbols:  | BAH domain ;TFIIS helical bundle-like domain | chr3:17743234-17748372 REVERSE LENGTH=1611","456282.539795488","341168.078469588","393599.105744444","922484.601692214","341168.078469588","1553726.04351877"
"AT3G48430.1","13","13","488.03","| Symbols: REF6 | relative of early flowering 6 | chr3:17935609-17940456 FORWARD LENGTH=1360","1236505.10134389","1753842.59777625","634679.603369432","2499891.66014301","1753842.59777625","2505387.3717018"
"AT3G48440.1","3","3","184.9","| Symbols:  | Zinc finger C-x8-C-x5-C-x3-H type family protein | chr3:17941402-17943576 FORWARD LENGTH=448","2807275.02804269","1579560.24772075","141416.330300622","5675579.8441141","1579560.24772075","558238.654916026"
"AT3G48530.1","3","3","95.48","| Symbols: KING1 | SNF1-related protein kinase regulatory subunit gamma 1 | chr3:17987559-17989592 FORWARD LENGTH=424","968288.623989015","2104372.72760297","10686093.7041455","1957627.71466987","2104372.72760297","42183180.4221452"
"AT3G48760.1","2","2","37.53","| Symbols:  | DHHC-type zinc finger family protein | chr3:18075902-18078084 FORWARD LENGTH=476","134066.212988458","445503.136913208","9059726.77752808","271047.007725681","445503.136913208","35763123.5334902"
"AT3G48800.1","1","1","30.21","| Symbols:  | Sterile alpha motif (SAM) domain-containing protein | chr3:18095825-18096661 REVERSE LENGTH=278","139625.120146664","10003.2186528942","16.7163280835296","282285.671948906","10003.2186528942","65.9874321773682"
"AT3G48860.2;AT3G48860.1","5","5","106.3","| Symbols:  | unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G23700.1","146657.289979521","352576.253252369","2932811.84834275","296502.890057236","352576.253252369","11577226.8864584"
"AT3G48930.1","3","3","73.78","| Symbols: EMB1080 | Nucleic acid-binding, OB-fold-like protein | chr3:18141017-18142189 REVERSE LENGTH=160","5285.14699325205","152391.994596339","7837.71374947927","10685.1923835178","152391.994596339","30939.2470574306"
"AT3G49010.1;AT3G49010.5","4","4","177.34","| Symbols: ATBBC1, BBC1, RSU2 | breast basic conserved 1 | chr3:18166971-18168047 REVERSE LENGTH=206","413420.276767938","250910.664023928","7061.54186631899","835828.255704662","250910.664023928","27875.3212214402"
"AT3G49250.1","1","1","27.42","| Symbols: DMS3, IDN1 | defective in meristem silencing 3 | chr3:18258613-18260803 REVERSE LENGTH=420","2327376.89429517","473973.551211416","204842.642743383","4705350.65462692","473973.551211416","808612.98770392"
"AT3G49430.1","1","1","48.38","| Symbols: SRp34a, SR34a, At-SR34a | SER/ARG-rich protein 34A | chr3:18332668-18334829 FORWARD LENGTH=300","235063.68939442","10800.7680619633","17866.795892635","475237.632324272","10800.7680619633","70528.8850697881"
"AT3G49470.1","1","1","71.68","| Symbols: NACA2 | nascent polypeptide-associated complex subunit alpha-like protein 2 | chr3:18341072-18342273 FORWARD LENGTH=217","2017.04442892524","0","202579.838870759","4077.93913711137","0","799680.606362198"
"AT3G49490.1","1","1","34.14","| Symbols:  | unknown protein; Has 722 Blast hits to 186 proteins in 64 species: Archae - 0; Bacteria - 30; Metazoa - 72; Fungi - 48; Plants - 38; Viruses - 0; Other Eukaryotes - 534 (source: NCBI BLink). | chr3:18344926-18348648 REVERSE LENGTH=953","1224860.6968441","6862169.59604825","6492777.98864563","2476349.70332881","6862169.59604825","25630135.1006984"
"AT3G49590.3","31","29","1054.58","| Symbols:  | Autophagy-related protein 13 | chr3:18377892-18380104 FORWARD LENGTH=618","3652892.37199579","6554388.15904101","87914.279439453","7385198.1412995","6554388.15904101","347040.182685155"
"AT3G49601.1","9","9","297.13","| Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: mRNA splicing factor, Cwf21 (InterPro:IPR013170); Has 30201 Blast hits to 17322 prot","3269992.57173526","7338979.65385741","36441477.719158","6611074.34973458","7338979.65385741","143852138.305739"
"AT3G49770.1","1","1","113.02","| Symbols:  | unknown protein; Has 6 Blast hits to 6 proteins in 3 species: Archae - 0; Bacteria - 0; Metazoa - 1; Fungi - 0; Plants - 5; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr3:18461134-18461789 REVERSE LENGTH=190","155709.401463111","655577.144003603","121861.118301621","314803.904731512","655577.144003603","481044.774833623"
"AT3G49800.1","3","3","221.32","| Symbols:  | BSD domain-containing protein | chr3:18471957-18473676 REVERSE LENGTH=428","660772.232325131","552726.076859329","2121.79823170155","1335909.56563653","552726.076859329","8375.7638764232"
"AT3G49910.1","1","1","19.03","| Symbols:  | Translation protein SH3-like family protein | chr3:18504311-18504751 FORWARD LENGTH=146","0","251371.984375123","0","0","251371.984375123","0"
"AT3G49990.1","1","1","73.26","| Symbols:  | unknown protein; Has 1524 Blast hits to 1298 proteins in 225 species: Archae - 9; Bacteria - 84; Metazoa - 474; Fungi - 184; Plants - 98; Viruses - 17; Other Eukaryotes - 658 (source: NCBI BLink). | chr3:18532492-18534000 REVERSE LENGT","310509.088425432","19244.9112727016","66.321779039976","627768.603388446","19244.9112727016","261.804139905272"
"AT3G50000.1","1","1","43.54","| Symbols: CKA2, ATCKA2 | casein kinase II, alpha chain 2 | chr3:18534487-18536743 FORWARD LENGTH=403","659503.743261699","145487.718154088","7360.8638960077","1333345.0107251","145487.718154088","29056.8900465183"
"AT3G50370.1","13","12","478.34","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 15 growth stages; Has 27734 Blast hits to ","2527762.43082778","3860355.83551018","4929899.06176626","5110478.08276832","3860355.83551018","19460696.0544222"
"AT3G50500.1","4","3","203.62","| Symbols: SPK-2-2, SNRK2-2, SNRK2.2, SRK2D | SNF1-related protein kinase 2.2 | chr3:18741805-18743904 REVERSE LENGTH=362","2297849.12754056","1557039.81725149","224809.808346522","4645653.19137161","1557039.81725149","887433.047912574"
"AT3G50590.1","2","2","100.62","| Symbols:  | Transducin/WD40 repeat-like superfamily protein | chr3:18771292-18779220 FORWARD LENGTH=1614","18976.4110264925","802302.704015096","5665069.32614328","38365.3667202953","802302.704015096","22362768.6697111"
"AT3G50910.1","2","1","66.3","| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G66480.1); Has 76 Blast hits to 75 proteins in 28 species: Archae - 0; Bacteria - 10; Metazoa - 7; Fungi - 2; Plants - 49; Viruses - 0; Other Eukaryo","8091.25359887487","0","1102711.96905942","16358.4099814432","0","4352937.49356208"
"AT3G51160.1","2","2","69.49","| Symbols: MUR1, MUR_1, GMD2 | NAD(P)-binding Rossmann-fold superfamily protein | chr3:19007232-19008353 REVERSE LENGTH=373","4194313.07224529","1960506.90847844","600504.396208739","8479809.95625399","1960506.90847844","2370481.29942355"
"AT3G51640.1","2","2","75.54","| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G51650.1); Has 26208 Blast hits to 14155 proteins in 1229 species: Archae - 43; Bacteria - 3230; Metazoa - 9456; Fungi - 2551; Plants - 1160; Viruses","14536.9205130739","156162.505919256","835067.01182856","29389.8717565326","156162.505919256","3296413.39481054"
"AT3G51670.1","2","2","80.08","| Symbols:  | SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein | chr3:19168912-19170848 FORWARD LENGTH=409","510909.244117985","256785.964315746","17353.9677619901","1032925.58766832","256785.964315746","68504.5043971619"
"AT3G51800.1","3","3","226.44","| Symbols: ATG2, EBP1, ATEBP1 | metallopeptidase M24 family protein | chr3:19211261-19213568 REVERSE LENGTH=392","20791008.497679","66115780.2134002","48893446.6920964","42034010.7718285","66115780.2134002","193006082.519483"
"AT3G51850.1","2","1","64.81","| Symbols: CPK13 | calcium-dependent protein kinase 13 | chr3:19232667-19235526 FORWARD LENGTH=528","29240.3751872585","2617.52917493558","675821.201068726","59116.4322659355","2617.52917493558","2667793.1568889"
"AT3G51880.1;AT3G51880.2","8","8","423.85","| Symbols: HMGB1, NFD1 | high mobility group B1 | chr3:19247241-19248491 REVERSE LENGTH=178","20600913.947113","108307194.271482","49703654.8291019","41649689.0402951","108307194.271482","196204365.911808"
"AT3G51950.1","1","1","34.64","| Symbols:  | Zinc finger (CCCH-type) family protein / RNA recognition motif (RRM)-containing protein | chr3:19278244-19280407 REVERSE LENGTH=540","914688.794889053","1462178.13741566","39673.2760419318","1849262.80327044","1462178.13741566","156609.609418375"
"AT3G52140.1","1","1","63.81","| Symbols:  | tetratricopeptide repeat (TPR)-containing protein | chr3:19333232-19341295 FORWARD LENGTH=1403","1213855.8555917","0","52223.9683396233","2454100.77702986","0","206153.262344697"
"AT3G52200.2","1","1","53.17","| Symbols: LTA3 | Dihydrolipoamide acetyltransferase, long form protein | chr3:19360317-19366091 FORWARD LENGTH=713","958069.899574092","67510.4958118074","6110.68744691949","1936968.11212201","67510.4958118074","24121.8389257382"
"AT3G52230.1","5","5","336.08","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast outer membrane, chloroplast thylakoid membrane, chloroplast, chloroplast envelope; EXPRESSED IN: 24 plant struc","9845.32018931879","4919460.20756535","106359900.950555","19904.6763381452","4919460.20756535","419853972.433185"
"AT3G52240.1","2","2","61.99","| Symbols:  | unknown protein; Has 220 Blast hits to 193 proteins in 66 species: Archae - 0; Bacteria - 15; Metazoa - 53; Fungi - 33; Plants - 66; Viruses - 0; Other Eukaryotes - 53 (source: NCBI BLink). | chr3:19372902-19375799 REVERSE LENGTH=680","263621.63954195","203015.418088581","14443.68827464","532974.378680595","203015.418088581","57016.2236378295"
"AT3G52250.1","3","3","59.85","| Symbols:  | Duplicated homeodomain-like superfamily protein | chr3:19376629-19383100 FORWARD LENGTH=1656","215550.940282357","68657.7928741396","462133.123415233","435787.929513752","68657.7928741396","1824262.95929932"
"AT3G52300.1;AT3G52300.2","4","4","150.7","| Symbols: ATPQ | ATP synthase D chain, mitochondrial | chr3:19396689-19398119 FORWARD LENGTH=168","2051.83809556788","118586.879742612","2112.56747939686","4148.28288011025","118586.879742612","8339.3256324136"
"AT3G52670.1","1","1","28.6","| Symbols:  | FBD, F-box, Skp2-like and Leucine Rich Repeat domains containing protein | chr3:19525247-19526737 FORWARD LENGTH=384","2263691.8549367","153487.217060149","93604.128203115","4576596.07157257","153487.217060149","369500.76777989"
"AT3G52710.1","1","1","41.36","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 9 growth stages; BEST Arabidopsis thaliana protein ma","199901.466913096","69966.2235107491","79667.9970136888","404148.765292815","69966.2235107491","314488.117448909"
"AT3G52920.1","1","1","30.03","| Symbols:  | Family of unknown function (DUF662)  | chr3:19624601-19625981 FORWARD LENGTH=180","1302516.32772425","217131.532199278","5270.06952615231","2633349.18823951","217131.532199278","20803.5134085237"
"AT3G52930.1;AT4G26530.1;AT5G03690.1;AT5G03690.2","10","3","314.75","| Symbols:  | Aldolase superfamily protein | chr3:19627383-19628874 REVERSE LENGTH=358","105588.300510421","798084.439684759","30.9126616098427","213472.076716701","798084.439684759","122.02722698481"
"AT3G52950.1","1","1","36.93","| Symbols:  | CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein | chr3:19634866-19636536 FORWARD LENGTH=556","579457.30226826","6086.4282836879","792.074725034808","1171511.929692","6086.4282836879","3126.70204463981"
"AT3G52960.1","2","2","71.08","| Symbols:  | Thioredoxin superfamily protein | chr3:19639699-19640403 FORWARD LENGTH=234","0","0","21154.8758519662","0","0","83508.5270238072"
"AT3G52990.1","1","1","41.82","| Symbols:  | Pyruvate kinase family protein | chr3:19649046-19652237 FORWARD LENGTH=527","0","0","2865.56265146429","0","0","11311.761779778"
"AT3G53030.1","1","1","23.06","| Symbols: SRPK4 | ser/arg-rich protein kinase 4 | chr3:19662412-19664362 FORWARD LENGTH=529","96.6477941169077","0","300820.467851023","195.396698502484","0","1187483.88525838"
"AT3G53180.1","3","2","263.84","| Symbols:  | glutamate-ammonia ligases;catalytics;glutamate-ammonia ligases | chr3:19707068-19711188 FORWARD LENGTH=852","3016918.65906403","4415633.95262499","305336.97639475","6099424.73098334","4415633.95262499","1205312.72899239"
"AT3G53235.1","1","0","26.64","| Symbols:  | unknown protein; Has 9 Blast hits to 9 proteins in 4 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 9; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr3:19733838-19734695 REVERSE LENGTH=114",,,,"0","0","0"
"AT3G53320.1","1","1","63.71","| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G37070.1); Has 11044 Blast hits to 5993 proteins in 551 species: Archae - 8; Bacteria - 1486; Metazoa - 4078; Fungi - 1814; Plants - 348; Viruses - 1","344104.506114478","677821.612431255","43779.0617564698","695689.798706273","677821.612431255","172817.131490152"
